plu,campaign,clasificacion,TIPO_PRENDA,color_comercial,codigo_color,TALLA_EDAD,grupo_articulo,dda,fac,precio,upe,color
991224,1,Moda,LEGGINGS,Gris Jaspe,Gris Jaspe,2 to 5 years,PANTALON LARGO,8.0,8,27990.0,7.932101213611486e-05,Gray
991225,1,Moda,LEGGINGS,Gris Jaspe,Rosado 13-1409,2 to 5 years,PANTALON LARGO,24.0,23,27990.0,7.932101213611486e-05,Gray
991226,1,Moda,LEGGINGS,Gris Jaspe,Gris Jaspe,2 to 5 years,PANTALON LARGO,22.0,22,27990.0,7.932101213611486e-05,Gray
991227,1,Moda,LEGGINGS,Gris Jaspe,Rosado 13-1409,2 to 5 years,PANTALON LARGO,37.0,36,27990.0,8.152437358434028e-05,Gray
991228,1,Moda,LEGGINGS,Gris Jaspe,Gris Jaspe,2 to 5 years,PANTALON LARGO,22.0,22,27990.0,6.980249067978107e-05,Gray
991229,1,Moda,LEGGINGS,Gris Jaspe,Rosado 13-1409,2 to 5 years,PANTALON LARGO,61.0,51,27990.0,8.200986000513577e-05,Gray
991230,1,Moda,LEGGINGS,Gris Jaspe,Gris Jaspe,2 to 5 years,PANTALON LARGO,30.0,30,27990.0,7.21100110328317e-05,Gray
991231,1,Moda,LEGGINGS,Gris Jaspe,Rosado 13-1409,2 to 5 years,PANTALON LARGO,73.0,73,27990.0,8.908359824517531e-05,Gray
991232,1,Moda,LEGGINGS,Gris Jaspe,Gris Jaspe,2 to 5 years,PANTALON LARGO,35.0,35,27990.0,7.932101213611486e-05,Gray
991233,1,Moda,LEGGINGS,Gris Jaspe,Rosado 13-1409,2 to 5 years,PANTALON LARGO,75.0,75,27990.0,8.039291770552197e-05,Gray
991328,1,Moda,VESTIDO MANGA SISA,Amarillo,Rosado 16-2124,2 to 5 years,VESTIDO,23.0,23,49990.0,7.932101213611486e-05,Yellow
991329,1,Moda,VESTIDO MANGA SISA,Amarillo,Amarillo 12-0727,2 to 5 years,VESTIDO,29.0,29,49990.0,6.970634399840397e-05,Yellow
991330,1,Moda,VESTIDO MANGA SISA,Amarillo,Rosado 16-2124,2 to 5 years,VESTIDO,33.0,33,49990.0,7.932101213611486e-05,Yellow
991331,1,Moda,VESTIDO MANGA SISA,Amarillo,Amarillo 12-0727,2 to 5 years,VESTIDO,55.0,55,49990.0,8.078991976826517e-05,Yellow
991332,1,Moda,VESTIDO MANGA SISA,Amarillo,Rosado 16-2124,2 to 5 years,VESTIDO,45.0,45,49990.0,7.759664230706888e-05,Yellow
991333,1,Moda,VESTIDO MANGA SISA,Amarillo,Amarillo 12-0727,2 to 5 years,VESTIDO,69.0,69,49990.0,7.497465530673882e-05,Yellow
991334,1,Moda,VESTIDO MANGA SISA,Amarillo,Rosado 16-2124,2 to 5 years,VESTIDO,62.0,62,49990.0,7.684223050686135e-05,Yellow
991335,1,Moda,VESTIDO MANGA SISA,Amarillo,Amarillo 12-0727,2 to 5 years,VESTIDO,90.0,90,49990.0,7.844935266209181e-05,Yellow
991336,1,Moda,VESTIDO MANGA SISA,Amarillo,Rosado 16-2124,2 to 5 years,VESTIDO,90.0,90,49990.0,7.844935266209181e-05,Yellow
991337,1,Moda,VESTIDO MANGA SISA,Amarillo,Amarillo 12-0727,2 to 5 years,VESTIDO,122.0,122,49990.0,7.867612585858572e-05,Yellow
991373,1,Moda,CONJUNTO SUDADERA,Blanco,Blanco 10-0000,0 to 24 months,CONJUNTO,3.0,3,59990.0,5.949075910208615e-05,White
991374,1,Moda,CONJUNTO SUDADERA,Blanco,Gris Jaspe,0 to 24 months,CONJUNTO,2.0,2,59990.0,7.932101213611486e-05,White
991374,6,Moda,CONJUNTO SUDADERA,Gris Jaspe,Gris Jaspe,0 to 24 months,CONJUNTO,20.0,11,45990.0,7.523350599422962e-05,Gray
991375,1,Moda,CONJUNTO SUDADERA,Blanco,Blanco 10-0000,0 to 24 months,CONJUNTO,34.0,34,59990.0,7.932101213611486e-05,White
991375,6,Moda,CONJUNTO SUDADERA,Blanco,Blanco 10-0000,0 to 24 months,CONJUNTO,230.0,107,45990.0,7.865321081214921e-05,White
991376,1,Moda,CONJUNTO SUDADERA,Blanco,Gris Jaspe,0 to 24 months,CONJUNTO,10.0,10,59990.0,7.932101213611486e-05,White
991376,6,Moda,CONJUNTO SUDADERA,Gris Jaspe,Gris Jaspe,0 to 24 months,CONJUNTO,66.0,65,45990.0,7.343214035774795e-05,Gray
991377,1,Moda,CONJUNTO SUDADERA,Blanco,Blanco 10-0000,0 to 24 months,CONJUNTO,53.0,53,59990.0,7.785210450396462e-05,White
991377,6,Moda,CONJUNTO SUDADERA,Blanco,Blanco 10-0000,0 to 24 months,CONJUNTO,318.0,194,45990.0,7.729374661991754e-05,White
991378,1,Moda,CONJUNTO SUDADERA,Blanco,Gris Jaspe,0 to 24 months,CONJUNTO,39.0,39,59990.0,7.932101213611486e-05,White
991378,6,Moda,CONJUNTO SUDADERA,Gris Jaspe,Gris Jaspe,0 to 24 months,CONJUNTO,175.0,171,45990.0,7.595690509032817e-05,Gray
991379,1,Moda,CONJUNTO SUDADERA,Blanco,Blanco 10-0000,0 to 24 months,CONJUNTO,21.0,21,59990.0,8.32870627429206e-05,White
991379,6,Moda,CONJUNTO SUDADERA,Blanco,Blanco 10-0000,0 to 24 months,CONJUNTO,187.0,63,45990.0,7.857499415939909e-05,White
991380,1,Moda,CONJUNTO SUDADERA,Blanco,Gris Jaspe,0 to 24 months,CONJUNTO,10.0,10,59990.0,7.211001103283168e-05,White
991380,6,Moda,CONJUNTO SUDADERA,Gris Jaspe,Gris Jaspe,0 to 24 months,CONJUNTO,52.0,52,45990.0,7.206577942605145e-05,Gray
991381,1,Moda,CONJUNTO SUDADERA,Blanco,Blanco 10-0000,0 to 24 months,CONJUNTO,26.0,26,59990.0,7.932101213611486e-05,White
991381,6,Moda,CONJUNTO SUDADERA,Blanco,Blanco 10-0000,0 to 24 months,CONJUNTO,222.0,55,45990.0,7.971331930570433e-05,White
991382,1,Moda,CONJUNTO SUDADERA,Blanco,Gris Jaspe,0 to 24 months,CONJUNTO,12.0,12,59990.0,7.932101213611486e-05,White
991382,6,Moda,CONJUNTO SUDADERA,Gris Jaspe,Gris Jaspe,0 to 24 months,CONJUNTO,105.0,49,45990.0,7.54044912351255e-05,Gray
991393,1,Moda,CONJUNTO CORTO,Blanco,Blanco 10-0000,0 to 24 months,CONJUNTO,9.0,9,55990.0,7.138891092250338e-05,White
991393,6,Moda,CONJUNTO CORTO,Blanco,Blanco 10-0000,0 to 24 months,CONJUNTO,37.0,22,45990.0,7.307054269689546e-05,White
991394,1,Moda,CONJUNTO CORTO,Blanco,Rosado 14-1420,0 to 24 months,CONJUNTO,9.0,9,55990.0,7.932101213611486e-05,White
991395,1,Moda,CONJUNTO CORTO,Blanco,Blanco 10-0000,0 to 24 months,CONJUNTO,81.0,81,55990.0,7.648811884553949e-05,White
991395,6,Moda,CONJUNTO CORTO,Blanco,Blanco 10-0000,0 to 24 months,CONJUNTO,228.0,122,45990.0,7.796926984856534e-05,White
991396,1,Moda,CONJUNTO CORTO,Blanco,Rosado 14-1420,0 to 24 months,CONJUNTO,66.0,66,55990.0,7.698804119093512e-05,White
991397,1,Moda,CONJUNTO CORTO,Blanco,Blanco 10-0000,0 to 24 months,CONJUNTO,199.0,199,55990.0,7.89244070754346e-05,White
991397,6,Moda,CONJUNTO CORTO,Blanco,Blanco 10-0000,0 to 24 months,CONJUNTO,427.0,244,45990.0,7.826204736081852e-05,White
991398,1,Moda,CONJUNTO CORTO,Blanco,Rosado 14-1420,0 to 24 months,CONJUNTO,157.0,157,55990.0,7.832326355578665e-05,White
991398,6,Moda,CONJUNTO CORTO,Gris,Rosado 14-1420,0 to 24 months,CONJUNTO,715.0,137,45990.0,8.011568031938789e-05,Gray
991399,1,Moda,CONJUNTO CORTO,Blanco,Blanco 10-0000,0 to 24 months,CONJUNTO,34.0,34,55990.0,7.705469750365444e-05,White
991399,6,Moda,CONJUNTO CORTO,Blanco,Blanco 10-0000,0 to 24 months,CONJUNTO,91.0,47,45990.0,7.98729055305403e-05,White
991400,1,Moda,CONJUNTO CORTO,Blanco,Rosado 14-1420,0 to 24 months,CONJUNTO,27.0,27,55990.0,7.932101213611486e-05,White
991401,1,Moda,CONJUNTO CORTO,Blanco,Blanco 10-0000,0 to 24 months,CONJUNTO,66.0,66,55990.0,7.932101213611496e-05,White
991401,6,Moda,CONJUNTO CORTO,Blanco,Blanco 10-0000,0 to 24 months,CONJUNTO,163.0,74,45990.0,7.80376639449238e-05,White
991402,1,Moda,CONJUNTO CORTO,Blanco,Rosado 14-1420,0 to 24 months,CONJUNTO,38.0,38,55990.0,7.728714003006063e-05,White
991402,6,Moda,CONJUNTO CORTO,Gris,Rosado 14-1420,0 to 24 months,CONJUNTO,246.0,31,45990.0,7.997043044571814e-05,Gray
991413,1,Moda,CAMISETA MANGA CORTA,Blanco,Blanco 10-0000,2 to 5 years,CAMISETA,2.0,2,29990.0,7.932101213611486e-05,White
991414,1,Moda,CAMISETA MANGA CORTA,Blanco,Rosado 13-1906,2 to 5 years,CAMISETA,47.0,47,29990.0,7.76684910499458e-05,White
991415,1,Moda,CAMISETA MANGA CORTA,Blanco,Naranja 15-1239,2 to 5 years,CAMISETA,11.0,11,29990.0,7.932101213611486e-05,White
991416,1,Moda,CAMISETA MANGA CORTA,Blanco,Turquesa 13-4910,2 to 5 years,CAMISETA,10.0,10,29990.0,7.211001103283168e-05,White
991417,1,Moda,CAMISETA MANGA CORTA,Blanco,Blanco 10-0000,2 to 5 years,CAMISETA,5.0,5,29990.0,7.932101213611486e-05,White
991418,1,Moda,CAMISETA MANGA CORTA,Blanco,Rosado 13-1906,2 to 5 years,CAMISETA,71.0,71,29990.0,7.714783372142691e-05,White
991419,1,Moda,CAMISETA MANGA CORTA,Blanco,Naranja 15-1239,2 to 5 years,CAMISETA,12.0,12,29990.0,7.932101213611486e-05,White
991420,1,Moda,CAMISETA MANGA CORTA,Blanco,Turquesa 13-4910,2 to 5 years,CAMISETA,21.0,21,29990.0,7.571551158447327e-05,White
991421,1,Moda,CAMISETA MANGA CORTA,Blanco,Blanco 10-0000,2 to 5 years,CAMISETA,7.0,7,29990.0,7.932101213611486e-05,White
991422,1,Moda,CAMISETA MANGA CORTA,Blanco,Rosado 13-1906,2 to 5 years,CAMISETA,110.0,110,29990.0,7.721514455728017e-05,White
991423,1,Moda,CAMISETA MANGA CORTA,Blanco,Naranja 15-1239,2 to 5 years,CAMISETA,18.0,18,29990.0,7.932101213611486e-05,White
991424,1,Moda,CAMISETA MANGA CORTA,Blanco,Turquesa 13-4910,2 to 5 years,CAMISETA,41.0,41,29990.0,8.130403743951773e-05,White
991425,1,Moda,CAMISETA MANGA CORTA,Blanco,Blanco 10-0000,2 to 5 years,CAMISETA,6.0,6,29990.0,7.932101213611486e-05,White
991426,1,Moda,CAMISETA MANGA CORTA,Blanco,Rosado 13-1906,2 to 5 years,CAMISETA,149.0,149,29990.0,7.932101213611515e-05,White
991427,1,Moda,CAMISETA MANGA CORTA,Blanco,Naranja 15-1239,2 to 5 years,CAMISETA,17.0,17,29990.0,7.932101213611486e-05,White
991428,1,Moda,CAMISETA MANGA CORTA,Blanco,Turquesa 13-4910,2 to 5 years,CAMISETA,46.0,46,29990.0,7.932101213611486e-05,White
991429,1,Moda,CAMISETA MANGA CORTA,Blanco,Blanco 10-0000,2 to 5 years,CAMISETA,18.0,18,29990.0,7.932101213611486e-05,White
991430,1,Moda,CAMISETA MANGA CORTA,Blanco,Rosado 13-1906,2 to 5 years,CAMISETA,139.0,139,29990.0,7.819589139659576e-05,White
991431,1,Moda,CAMISETA MANGA CORTA,Blanco,Naranja 15-1239,2 to 5 years,CAMISETA,24.0,24,29990.0,8.276975179420681e-05,White
991432,1,Moda,CAMISETA MANGA CORTA,Blanco,Turquesa 13-4910,2 to 5 years,CAMISETA,60.0,60,29990.0,7.802066767486714e-05,White
991525,1,Moda,BUZO,Blanco,Blanco 10-0000,6 to 16 years,BUZO O CHAQUETA,9.0,9,75990.0,7.932101213611486e-05,White
991526,1,Moda,BUZO,Blanco,Violeta 17-3930,6 to 16 years,BUZO O CHAQUETA,8.0,8,75990.0,7.05075663432132e-05,White
991527,1,Moda,BUZO,Blanco,Blanco 10-0000,6 to 16 years,BUZO O CHAQUETA,10.0,10,75990.0,7.932101213611486e-05,White
991528,1,Moda,BUZO,Blanco,Violeta 17-3930,6 to 16 years,BUZO O CHAQUETA,13.0,13,75990.0,7.932101213611486e-05,White
991529,1,Moda,BUZO,Blanco,Blanco 10-0000,6 to 16 years,BUZO O CHAQUETA,10.0,10,75990.0,6.610084344676238e-05,White
991530,1,Moda,BUZO,Blanco,Violeta 17-3930,6 to 16 years,BUZO O CHAQUETA,12.0,12,75990.0,7.932101213611486e-05,White
991531,1,Moda,BUZO,Blanco,Blanco 10-0000,6 to 16 years,BUZO O CHAQUETA,27.0,27,75990.0,7.648811884553933e-05,White
991532,1,Moda,BUZO,Blanco,Violeta 17-3930,6 to 16 years,BUZO O CHAQUETA,36.0,35,75990.0,7.717720099730094e-05,White
991535,1,Moda,BUZO,Blanco,Blanco 10-0000,6 to 16 years,BUZO O CHAQUETA,5.0,5,75990.0,6.610084344676238e-05,White
991536,1,Moda,BUZO,Blanco,Violeta 17-3930,6 to 16 years,BUZO O CHAQUETA,1.0,1,75990.0,7.932101213611486e-05,White
991537,1,Moda,BUZO,Blanco,Blanco 10-0000,6 to 16 years,BUZO O CHAQUETA,4.0,4,75990.0,7.932101213611486e-05,White
991538,1,Moda,BUZO,Blanco,Violeta 17-3930,6 to 16 years,BUZO O CHAQUETA,10.0,10,75990.0,7.932101213611486e-05,White
991559,2,Moda,CONJUNTO,Azul,Azul 19-4125,0 to 24 months,CONJUNTO,11.0,11,59990.0,8.411136344520145e-05,Blue
991560,2,Moda,CONJUNTO,Azul,Blanco 10-0000,0 to 24 months,CONJUNTO,2.0,2,59990.0,8.411136344520145e-05,Blue
991560,6,Moda,CONJUNTO CORTO,Blanco,Blanco 10-0000,0 to 24 months,CONJUNTO,18.0,7,45990.0,7.89951812939411e-05,White
991561,2,Moda,CONJUNTO,Azul,Azul 19-4125,0 to 24 months,CONJUNTO,79.0,79,59990.0,8.411136344520145e-05,Blue
991562,2,Moda,CONJUNTO,Azul,Blanco 10-0000,0 to 24 months,CONJUNTO,22.0,22,59990.0,8.411136344520145e-05,Blue
991562,6,Moda,CONJUNTO CORTO,Blanco,Blanco 10-0000,0 to 24 months,CONJUNTO,143.0,29,45990.0,7.95514853875605e-05,White
991563,2,Moda,CONJUNTO,Azul,Azul 19-4125,0 to 24 months,CONJUNTO,194.0,194,59990.0,8.411136344520188e-05,Blue
991564,2,Moda,CONJUNTO,Azul,Blanco 10-0000,0 to 24 months,CONJUNTO,43.0,43,59990.0,8.411136344520145e-05,Blue
991564,6,Moda,CONJUNTO CORTO,Blanco,Blanco 10-0000,0 to 24 months,CONJUNTO,274.0,164,45990.0,7.870792608923578e-05,White
991565,2,Moda,CONJUNTO,Azul,Azul 19-4125,0 to 24 months,CONJUNTO,26.0,26,59990.0,8.74758179830095e-05,Blue
991566,2,Moda,CONJUNTO,Azul,Blanco 10-0000,0 to 24 months,CONJUNTO,7.0,7,59990.0,9.812992401940169e-05,Blue
991566,6,Moda,CONJUNTO CORTO,Blanco,Blanco 10-0000,0 to 24 months,CONJUNTO,57.0,30,45990.0,7.381516940581371e-05,White
991567,2,Moda,CONJUNTO,Azul,Azul 19-4125,0 to 24 months,CONJUNTO,57.0,47,59990.0,8.266116752373246e-05,Blue
991568,2,Moda,CONJUNTO,Azul,Blanco 10-0000,0 to 24 months,CONJUNTO,27.0,27,59990.0,8.11073861793014e-05,Blue
991601,1,Moda,CONJUNTO LARGO,Rosado,Violeta 15-3915,0 to 24 months,CONJUNTO,21.0,21,49990.0,7.932101213611486e-05,Pink
991602,1,Moda,CONJUNTO LARGO,Rosado,Rosado 16-2124,0 to 24 months,CONJUNTO,22.0,10,49990.0,7.932101213611486e-05,Pink
991603,1,Moda,CONJUNTO LARGO,Rosado,Violeta 15-3915,0 to 24 months,CONJUNTO,48.0,48,49990.0,8.100869324539389e-05,Pink
991603,6,Moda,CONJUNTO LARGO,Violeta,Violeta 15-3915,0 to 24 months,CONJUNTO,140.0,111,45990.0,7.843493178121818e-05,Purple
991604,1,Moda,CONJUNTO LARGO,Rosado,Rosado 16-2124,0 to 24 months,CONJUNTO,63.0,47,49990.0,7.808162132148816e-05,Pink
991605,1,Moda,CONJUNTO LARGO,Rosado,Violeta 15-3915,0 to 24 months,CONJUNTO,135.0,135,49990.0,7.991295998787717e-05,Pink
991606,1,Moda,CONJUNTO LARGO,Rosado,Rosado 16-2124,0 to 24 months,CONJUNTO,134.0,83,49990.0,7.81545266635252e-05,Pink
991607,1,Moda,CONJUNTO LARGO,Rosado,Violeta 15-3915,0 to 24 months,CONJUNTO,37.0,37,49990.0,8.152437358434028e-05,Pink
991607,6,Moda,CONJUNTO LARGO,Violeta,Violeta 15-3915,0 to 24 months,CONJUNTO,77.0,77,45990.0,7.603286199541818e-05,Purple
991608,1,Moda,CONJUNTO LARGO,Rosado,Rosado 16-2124,0 to 24 months,CONJUNTO,55.0,46,49990.0,7.790456549082714e-05,Pink
991609,1,Moda,CONJUNTO LARGO,Rosado,Violeta 15-3915,0 to 24 months,CONJUNTO,66.0,66,49990.0,7.813711643259085e-05,Pink
991609,6,Moda,CONJUNTO LARGO,Violeta,Violeta 15-3915,0 to 24 months,CONJUNTO,120.0,84,45990.0,7.899518129394111e-05,Purple
991610,1,Moda,CONJUNTO LARGO,Rosado,Rosado 16-2124,0 to 24 months,CONJUNTO,71.0,56,49990.0,7.821933141200228e-05,Pink
991635,1,Moda,SUDADERA,Rosado,Rosado 12-1212,6 to 16 years,PANTALON LARGO,39.0,39,55990.0,7.733798683271199e-05,Pink
991636,1,Moda,SUDADERA,Rosado,Rosado 12-1212,6 to 16 years,PANTALON LARGO,29.0,29,55990.0,7.420352748217196e-05,Pink
991637,1,Moda,SUDADERA,Rosado,Rosado 12-1212,6 to 16 years,PANTALON LARGO,34.0,34,55990.0,7.705469750365444e-05,Pink
991638,1,Moda,SUDADERA,Rosado,Rosado 12-1212,6 to 16 years,PANTALON LARGO,43.0,43,55990.0,8.120960766316522e-05,Pink
991640,1,Moda,SUDADERA,Rosado,Rosado 12-1212,6 to 16 years,PANTALON LARGO,18.0,18,55990.0,7.514622202368777e-05,Pink
991641,1,Moda,SUDADERA,Rosado,Rosado 12-1212,6 to 16 years,PANTALON LARGO,34.0,34,55990.0,7.932101213611486e-05,Pink
991649,1,Moda,SHORT,Índigo Medio,Indigo Medio,2 to 5 years,PANTALON CORTO,14.0,14,59990.0,7.932101213611486e-05,Blue
991650,1,Moda,SHORT,Índigo Medio,Rosado 13-1409,2 to 5 years,PANTALON CORTO,7.0,7,59990.0,7.932101213611486e-05,Blue
991651,1,Moda,SHORT,Índigo Medio,Indigo Medio,2 to 5 years,PANTALON CORTO,20.0,20,59990.0,7.554382108201415e-05,Blue
991652,1,Moda,SHORT,Índigo Medio,Rosado 13-1409,2 to 5 years,PANTALON CORTO,16.0,16,59990.0,7.465507024575516e-05,Blue
991653,1,Moda,SHORT,Índigo Medio,Indigo Medio,2 to 5 years,PANTALON CORTO,27.0,27,59990.0,8.23718202951962e-05,Blue
991654,1,Moda,SHORT,Índigo Medio,Rosado 13-1409,2 to 5 years,PANTALON CORTO,21.0,21,59990.0,7.932101213611486e-05,Blue
991655,1,Moda,SHORT,Índigo Medio,Indigo Medio,2 to 5 years,PANTALON CORTO,35.0,35,59990.0,7.711765068788945e-05,Blue
991656,1,Moda,SHORT,Índigo Medio,Rosado 13-1409,2 to 5 years,PANTALON CORTO,32.0,32,59990.0,8.18797544630863e-05,Blue
991657,1,Moda,SHORT,Índigo Medio,Indigo Medio,2 to 5 years,PANTALON CORTO,63.0,63,59990.0,7.932101213611496e-05,Blue
991658,1,Moda,SHORT,Índigo Medio,Rosado 13-1409,2 to 5 years,PANTALON CORTO,48.0,48,59990.0,7.932101213611486e-05,Blue
991816,1,Moda,BUZO,Rosado,coral neon,2 to 5 years,BUZO O CHAQUETA,3.0,3,65990.0,7.932101213611486e-05,Pink
991817,1,Moda,BUZO,Rosado,Amarillo 12-0727,2 to 5 years,BUZO O CHAQUETA,12.0,5,65990.0,7.932101213611486e-05,Pink
991818,1,Moda,BUZO,Rosado,coral neon,2 to 5 years,BUZO O CHAQUETA,8.0,8,65990.0,7.05075663432132e-05,Pink
991819,1,Moda,BUZO,Rosado,Amarillo 12-0727,2 to 5 years,BUZO O CHAQUETA,13.0,8,65990.0,7.932101213611486e-05,Pink
991820,1,Moda,BUZO,Rosado,coral neon,2 to 5 years,BUZO O CHAQUETA,15.0,8,65990.0,7.932101213611486e-05,Pink
991821,1,Moda,BUZO,Rosado,Amarillo 12-0727,2 to 5 years,BUZO O CHAQUETA,23.0,9,65990.0,7.932101213611486e-05,Pink
991822,1,Moda,BUZO,Rosado,coral neon,2 to 5 years,BUZO O CHAQUETA,21.0,21,65990.0,7.571551158447327e-05,Pink
991823,1,Moda,BUZO,Rosado,Amarillo 12-0727,2 to 5 years,BUZO O CHAQUETA,51.0,25,65990.0,7.632776639512941e-05,Pink
991824,1,Moda,BUZO,Rosado,coral neon,2 to 5 years,BUZO O CHAQUETA,35.0,35,65990.0,7.305882696747421e-05,Pink
991825,1,Moda,BUZO,Rosado,Amarillo 12-0727,2 to 5 years,BUZO O CHAQUETA,63.0,28,65990.0,8.060038329960067e-05,Pink
991860,2,Moda,OVERALL,Índigo Medio,Indigo Medio,2 to 5 years,OVERALL,30.0,30,79990.0,7.421590892223657e-05,Blue
991861,2,Moda,OVERALL,Índigo Medio,Rosado 16-2124,2 to 5 years,OVERALL,16.0,16,79990.0,8.411136344520145e-05,Blue
991862,2,Moda,OVERALL,Índigo Medio,Indigo Medio,2 to 5 years,OVERALL,49.0,49,79990.0,8.411136344520145e-05,Blue
991863,2,Moda,OVERALL,Índigo Medio,Rosado 16-2124,2 to 5 years,OVERALL,36.0,36,79990.0,8.18380833520879e-05,Blue
991864,2,Moda,OVERALL,Índigo Medio,Indigo Medio,2 to 5 years,OVERALL,71.0,71,79990.0,8.294315006401809e-05,Blue
991865,2,Moda,OVERALL,Índigo Medio,Rosado 16-2124,2 to 5 years,OVERALL,64.0,64,79990.0,8.411136344520145e-05,Blue
991866,2,Moda,OVERALL,Índigo Medio,Indigo Medio,2 to 5 years,OVERALL,74.0,74,79990.0,8.526357390335489e-05,Blue
991867,2,Moda,OVERALL,Índigo Medio,Rosado 16-2124,2 to 5 years,OVERALL,59.0,59,79990.0,7.877095941693469e-05,Blue
991868,2,Moda,OVERALL,Índigo Medio,Indigo Medio,2 to 5 years,OVERALL,155.0,155,79990.0,8.521085839219788e-05,Blue
991869,2,Moda,OVERALL,Índigo Medio,Rosado 16-2124,2 to 5 years,OVERALL,107.0,107,79990.0,8.737782416152004e-05,Blue
991892,1,Moda,CAMISETA POLO,Blanco,Blanco 10-0000,6 to 16 years,CAMISETA,16.0,16,49990.0,7.932101213611486e-05,White
991893,1,Moda,CAMISETA POLO,Blanco,Gris Jaspe,6 to 16 years,CAMISETA,39.0,39,49990.0,7.03072607570109e-05,White
991895,1,Moda,CAMISETA POLO,Blanco,Blanco 10-0000,6 to 16 years,CAMISETA,12.0,12,49990.0,7.321939581795218e-05,White
991896,1,Moda,CAMISETA POLO,Blanco,Gris Jaspe,6 to 16 years,CAMISETA,42.0,42,49990.0,8.125567096870302e-05,White
991898,1,Moda,CAMISETA POLO,Blanco,Blanco 10-0000,6 to 16 years,CAMISETA,11.0,11,49990.0,7.932101213611486e-05,White
991899,1,Moda,CAMISETA POLO,Blanco,Gris Jaspe,6 to 16 years,CAMISETA,40.0,40,49990.0,7.738635330352669e-05,White
991901,1,Moda,CAMISETA POLO,Blanco,Blanco 10-0000,6 to 16 years,CAMISETA,10.0,10,49990.0,7.932101213611486e-05,White
991902,1,Moda,CAMISETA POLO,Blanco,Gris Jaspe,6 to 16 years,CAMISETA,36.0,36,49990.0,7.932101213611486e-05,White
991907,1,Moda,CAMISETA POLO,Blanco,Blanco 10-0000,6 to 16 years,CAMISETA,9.0,9,49990.0,7.932101213611486e-05,White
991908,1,Moda,CAMISETA POLO,Blanco,Gris Jaspe,6 to 16 years,CAMISETA,37.0,37,49990.0,7.932101213611486e-05,White
991910,1,Moda,CAMISETA POLO,Blanco,Blanco 10-0000,6 to 16 years,CAMISETA,17.0,17,49990.0,7.932101213611486e-05,White
991911,1,Moda,CAMISETA POLO,Blanco,Gris Jaspe,6 to 16 years,CAMISETA,54.0,54,49990.0,8.081763500660764e-05,White
991913,1,Moda,CAMISETA MANGA CORTA,Amarillo,Azul 19-4125,6 to 16 years,CAMISETA,24.0,24,31990.0,7.932101213611486e-05,Yellow
991914,1,Moda,CAMISETA MANGA CORTA,Amarillo,Blanco 10-0000,6 to 16 years,CAMISETA,56.0,56,31990.0,7.932101213611492e-05,Yellow
991915,1,Moda,CAMISETA MANGA CORTA,Amarillo,Rosado 14-1420,6 to 16 years,CAMISETA,34.0,34,31990.0,7.932101213611486e-05,Yellow
991916,1,Moda,CAMISETA MANGA CORTA,Amarillo,Amarillo 12-0740,6 to 16 years,CAMISETA,49.0,49,31990.0,7.932101213611486e-05,Yellow
991917,1,Moda,CAMISETA MANGA CORTA,Amarillo,Azul 19-4125,6 to 16 years,CAMISETA,30.0,30,31990.0,7.932101213611486e-05,Yellow
991918,1,Moda,CAMISETA MANGA CORTA,Amarillo,Blanco 10-0000,6 to 16 years,CAMISETA,44.0,44,31990.0,8.116568683695474e-05,Yellow
991919,1,Moda,CAMISETA MANGA CORTA,Amarillo,Rosado 14-1420,6 to 16 years,CAMISETA,22.0,22,31990.0,8.725311334972635e-05,Yellow
991920,1,Moda,CAMISETA MANGA CORTA,Amarillo,Amarillo 12-0740,6 to 16 years,CAMISETA,46.0,46,31990.0,7.932101213611486e-05,Yellow
991921,1,Moda,CAMISETA MANGA CORTA,Amarillo,Azul 19-4125,6 to 16 years,CAMISETA,24.0,24,31990.0,7.614817165067026e-05,Yellow
991922,1,Moda,CAMISETA MANGA CORTA,Amarillo,Blanco 10-0000,6 to 16 years,CAMISETA,40.0,40,31990.0,7.738635330352669e-05,Yellow
991923,1,Moda,CAMISETA MANGA CORTA,Amarillo,Rosado 14-1420,6 to 16 years,CAMISETA,24.0,24,31990.0,7.614817165067026e-05,Yellow
991924,1,Moda,CAMISETA MANGA CORTA,Amarillo,Amarillo 12-0740,6 to 16 years,CAMISETA,61.0,61,31990.0,7.932101213611494e-05,Yellow
991925,1,Moda,CAMISETA MANGA CORTA,Amarillo,Azul 19-4125,6 to 16 years,CAMISETA,20.0,20,31990.0,8.349580224854196e-05,Yellow
991926,1,Moda,CAMISETA MANGA CORTA,Amarillo,Blanco 10-0000,6 to 16 years,CAMISETA,39.0,39,31990.0,8.14084071923284e-05,Yellow
991927,1,Moda,CAMISETA MANGA CORTA,Amarillo,Rosado 14-1420,6 to 16 years,CAMISETA,24.0,24,31990.0,7.932101213611486e-05,Yellow
991928,1,Moda,CAMISETA MANGA CORTA,Amarillo,Amarillo 12-0740,6 to 16 years,CAMISETA,46.0,46,31990.0,7.763333102683582e-05,Yellow
991933,1,Moda,CAMISETA MANGA CORTA,Amarillo,Azul 19-4125,6 to 16 years,CAMISETA,12.0,12,31990.0,7.932101213611486e-05,Yellow
991934,1,Moda,CAMISETA MANGA CORTA,Amarillo,Blanco 10-0000,6 to 16 years,CAMISETA,41.0,41,31990.0,7.56316627344351e-05,Yellow
